"ORIGINAL_CRIME_TYPE_NAME","TIME","MONTH","COUNT(*)"
"Veh Accident","14","10",89
"Suspicious Vehicle","10","10",173
"Homeless Complaint","05","10",350
"Mentally Disturbed","18","10",184
"Stolen Vehicle","14","10",112
"Fight No Weapon","04","10",78
"Trespasser","04","10",116
"Suspicious Person","04","10",151
"Audible Alarm","04","10",216
"Traf Violation Tow","18","10",103
"Trespasser","14","10",220
"Noise Nuisance","14","10",42
"Noise Nuisance","04","10",124
"Drugs","17","10",141
"Homeless Complaint","13","10",472
"Traf Violation Cite","13","10",284
"Traf Violation Tow","09","10",91
"Mentally Disturbed","17","10",209
"Petty Theft","17","10",192
"Noise Nuisance","01","10",373
"Audible Alarm","00","10",248
"Mentally Disturbed","16","10",177
"Audible Alarm","12","10",195
"Traffic Stop","08","10",753
"Traf Violation Tow","08","10",79
"Assault / Battery","12","10",127
"Drugs","12","10",137
"Traf Violation Tow","00","10",69
"Assault / Battery","09","10",95
"Petty Theft","16","10",179
"Mentally Disturbed","08","10",138
"Burglary","07","10",78
"Traffic Stop","15","10",1134
"Threats / Harassment","18","10",104
"Audible Alarm","10","10",257
"Mentally Disturbed","02","10",48
"Petty Theft","08","10",99
"Veh Accident","19","10",57
"Stolen Vehicle","16","10",94
"Suspicious Person","05","10",118
"Traf Violation Cite","00","10",117
"Vandalism","00","10",46
"Assault / Battery","05","10",34
"Vandalism","01","10",41
"Noise Nuisance","11","10",44
"Stolen Vehicle","19","10",72
"Fraud","21","10",23
"Suspicious Vehicle","01","09",201
"Traffic Stop","01","09",384
"Noise Nuisance","00","09",452
"Stolen Vehicle","22","09",41
"Auto Boost / Strip","16","09",187
"Homeless Complaint","16","09",378
"Suspicious Person","00","09",423
"Trespasser","00","09",177
"Suspicious Person","15","09",779
"Mentally Disturbed","09","09",164
"Drugs","09","09",96
"Vandalism","15","09",100
"Drugs","19","09",121
"Suspicious Person","19","09",561
"Assault / Battery","14","09",119
"Fight No Weapon","08","09",160
"Suspicious Vehicle","19","09",285
"Homeless Complaint","08","09",966
"Noise Nuisance","08","09",34
"Audible Alarm","19","09",297
"Suspicious Vehicle","18","09",274
"Well Being Check","18","09",288
"Trespasser","07","09",240
"Audible Alarm","07","09",261
"Trespasser","17","09",192
"Fight No Weapon","12","09",199
"Auto Boost / Strip","04","09",41
"Well Being Check","04","09",96
"Vandalism","04","09",20
"Audible Alarm","03","09",213
"Fight No Weapon","03","09",93
"Traffic Stop","23","09",1161
"Traf Violation Tow","23","09",27
"Traf Violation Cite","23","09",101
"Suspicious Vehicle","17","09",340
"Traf Violation Cite","11","09",240
"Noise Nuisance","02","09",329
"Assault / Battery","22","09",117
"Assault / Battery","02","09",115
"Traf Violation Tow","15","09",70
"Veh Accident","19","09",64
"Noise Nuisance","18","09",104
"Burglary","09","09",125
"Drugs","23","09",47
"Stolen Vehicle","13","09",82
"Noise Nuisance","07","09",35
"Stolen Vehicle","07","09",45
"Audible Alarm","12","09",211
"Stolen Vehicle","17","09",69
"Fight No Weapon","11","09",193
"Stolen Vehicle","02","09",20
"Noise Nuisance","15","09",62
"Traf Violation Tow","21","09",49
"Traf Violation Tow","05","09",28
"Threats / Harassment","01","09",34
"Threats / Harassment","06","09",20
"Drugs","02","09",17
"Veh Accident","00","09",19
"Auto Boost / Strip","03","09",44
"Vandalism","19","08",86
"Traffic Stop","19","08",1066
"Assault / Battery","19","08",133
"Petty Theft","19","08",144
"Well Being Check","19","08",260
"Suspicious Vehicle","14","08",244
"Veh Accident","14","08",82
"Noise Nuisance","09","08",40
"Threats / Harassment","18","08",85
"Stolen Vehicle","08","08",91
"Well Being Check","18","08",266
"Threats / Harassment","13","08",95
"Assault / Battery","23","08",113
"Vandalism","12","08",76
"Suspicious Person","22","08",428
"Well Being Check","17","08",292
"Homeless Complaint","17","08",334
"Drugs","12","08",105
"Audible Alarm","22","08",275
"Mentally Disturbed","22","08",107
"Suspicious Person","16","08",814
"Traffic Stop","11","08",936
"Fight No Weapon","21","08",211
"Audible Alarm","21","08",258
"Well Being Check","21","08",262
"Traf Violation Tow","16","08",84
"Traf Violation Tow","20","08",97
"Veh Accident","20","08",53
"Well Being Check","20","08",288
"Petty Theft","15","08",168
"Mentally Disturbed","10","08",169
"Suspicious Vehicle","10","08",169
"Traffic Stop","10","08",1180
"Audible Alarm","10","08",234
"Threats / Harassment","10","08",95
"Burglary","20","08",51
"Traffic Stop","15","08",1171
"Suspicious Person","10","08",492
"Trespasser","13","08",189
"Suspicious Person","07","08",369
"Burglary","07","08",66
"Homeless Complaint","07","08",1009
"Traf Violation Tow","07","08",60
"Vandalism","21","08",75
"Vandalism","17","08",73
"Stolen Vehicle","16","08",78
"Homeless Complaint","06","08",721
"Vandalism","16","08",78
"Audible Alarm","05","08",212
"Well Being Check","04","08",119
"Fight No Weapon","03","08",105
"Audible Alarm","03","08",192
"Stolen Vehicle","19","08",63
"Traf Violation Tow","15","08",77
"Noise Nuisance","02","08",305
"Well Being Check","02","08",156
"Stolen Vehicle","01","08",24
"Audible Alarm","01","08",232
"Auto Boost / Strip","14","08",216
"Suspicious Vehicle","00","08",340
"Traffic Stop","00","08",807
"Suspicious Person","00","08",382
"Well Being Check","00","08",178
"Suspicious Vehicle","06","08",62
"Trespasser","04","08",106
"Veh Accident","19","08",72
"Assault / Battery","04","08",26
"Petty Theft","03","08",25
"Threats / Harassment","02","08",20
"Auto Boost / Strip","01","08",91
"Stolen Vehicle","21","08",54
"Drugs","07","08",41
"Fight No Weapon","06","08",70
"Petty Theft","02","08",40
"Threats / Harassment","00","08",41
"Burglary","04","08",30
"Traf Violation Tow","02","08",17
"Mentally Disturbed","00","08",50
"Traf Violation Tow","05","08",38
"Stolen Vehicle","03","08",23
"Traf Violation Cite","22","07",99
"Noise Nuisance","22","07",505
"Traffic Stop","21","07",590
"Homeless Complaint","21","07",207
"Auto Boost / Strip","20","07",245
"Traf Violation Cite","19","07",258
"Auto Boost / Strip","19","07",242
"Petty Theft","19","07",184
"Traffic Stop","23","07",1032
"Suspicious Vehicle","23","07",336
"Mentally Disturbed","08","07",130
"Suspicious Person","11","07",528
"Fight No Weapon","10","07",170
"Traf Violation Tow","17","07",74
"Suspicious Person","13","07",691
"Fraud","13","07",102
"Homeless Complaint","17","07",292
"Burglary","16","07",67
"Threats / Harassment","16","07",97
"Mentally Disturbed","10","07",152
"Burglary","12","07",101
"Fight No Weapon","07","07",90
"Suspicious Person","07","07",310
"Traffic Stop","15","07",884
"Fight No Weapon","15","07",210
"Trespasser","15","07",204
"Drugs","15","07",130
"Well Being Check","06","07",102
"Assault / Battery","14","07",122
"Burglary","06","07",41
"Noise Nuisance","15","07",71
"Homeless Complaint","09","07",808
"Mentally Disturbed","16","07",160
"Suspicious Person","04","07",119
"Suspicious Person","05","07",110
"Burglary","22","07",46
"Noise Nuisance","11","07",44
"Noise Nuisance","03","07",225
"Vandalism","02","07",46
"Trespasser","02","07",133
"Fight No Weapon","04","07",62
"Stolen Vehicle","11","07",97
"Suspicious Person","03","07",161
"Auto Boost / Strip","13","07",186
"Auto Boost / Strip","08","07",100
"Noise Nuisance","10","07",47
"Drugs","22","07",52
"Assault / Battery","08","07",81
"Veh Accident","01","07",15
"Veh Accident","12","07",66
"Petty Theft","03","07",21
"Homeless Complaint","01","07",74
"Noise Nuisance","14","07",64
"Threats / Harassment","03","07",19
"Burglary","13","07",78
"Threats / Harassment","06","07",33
"Veh Accident","21","07",32
"Drugs","03","07",13
"Traf Violation Cite","21","06",127
"Fight No Weapon","21","06",226
"Suspicious Person","13","06",680
"Traf Violation Cite","13","06",212
"Traf Violation Tow","19","06",92
"Suspicious Person","17","06",707
"Traf Violation Cite","12","06",205
"Veh Accident","12","06",73
"Traf Violation Tow","12","06",90
"Traffic Stop","12","06",1078
"Suspicious Vehicle","19","06",254
"Traf Violation Tow","11","06",79
"Fight No Weapon","11","06",199
"Traffic Stop","10","06",1035
"Well Being Check","10","06",252
"Trespasser","18","06",152
"Traf Violation Cite","16","06",191
"Petty Theft","10","06",148
"Homeless Complaint","15","06",294
"Noise Nuisance","22","06",442
"Suspicious Vehicle","22","06",317
"Veh Accident","14","06",73
"Trespasser","14","06",176
"Fight No Weapon","14","06",231
"Traf Violation Tow","14","06",62
"Suspicious Person","21","06",342
"Trespasser","21","06",203
"Burglary","21","06",41
"Veh Accident","10","06",60
"Well Being Check","09","06",216
"Fight No Weapon","09","06",147
"Trespasser","09","06",244
"Trespasser","00","06",184
"Assault / Battery","00","06",96
"Mentally Disturbed","18","06",155
"Traffic Stop","06","06",176
"Well Being Check","07","06",147
"Mentally Disturbed","08","06",142
"Trespasser","05","06",154
"Noise Nuisance","17","06",77
"Fight No Weapon","04","06",67
"Auto Boost / Strip","20","06",203
"Threats / Harassment","20","06",64
"Veh Accident","17","06",73
"Suspicious Vehicle","03","06",89
"Traffic Stop","02","06",214
"Petty Theft","15","06",213
"Suspicious Person","02","06",193
"Homeless Complaint","04","06",127
"Fraud","19","06",42
"Vandalism","00","06",61
"Assault / Battery","09","06",100
"Vandalism","09","06",63
"Burglary","23","06",47
"Threats / Harassment","10","06",82
"Stolen Vehicle","20","06",57
"Drugs","08","06",58
"Petty Theft","08","06",65
"Vandalism","17","06",71
"Stolen Vehicle","02","06",32
"Auto Boost / Strip","06","06",43
"Homeless Complaint","18","06",249
"Vandalism","22","06",66
"Threats / Harassment","22","06",54
"Assault / Battery","04","06",34
"Threats / Harassment","03","06",17
"Drugs","02","06",21
"Veh Accident","00","06",25
"Threats / Harassment","02","06",21
"Homeless Complaint","21","06",197
"Assault / Battery","11","05",100
"Suspicious Person","11","05",569
"Traffic Stop","11","05",1064
"Noise Nuisance","22","05",415
"Homeless Complaint","11","05",606
"Veh Accident","11","05",58
"Well Being Check","16","05",326
"Trespasser","21","05",183
"Veh Accident","16","05",81
"Suspicious Vehicle","16","05",296
"Traffic Stop","09","05",1118
"Well Being Check","09","05",230
"Mentally Disturbed","09","05",170
"Veh Accident","18","05",63
"Suspicious Person","15","05",697
"Suspicious Vehicle","15","05",229
"Traf Violation Cite","15","05",156
"Audible Alarm","15","05",226
"Fight No Weapon","15","05",248
"Homeless Complaint","15","05",447
"Audible Alarm","08","05",315
"Fraud","15","05",107
"Suspicious Vehicle","20","05",228
"Traffic Stop","10","05",1080
"Threats / Harassment","11","05",67
"Petty Theft","14","05",180
"Assault / Battery","10","05",124
"Traf Violation Cite","13","05",182
"Trespasser","13","05",171
"Petty Theft","13","05",186
"Suspicious Vehicle","12","05",223
"Trespasser","12","05",183
"Traf Violation Tow","09","05",78
"Drugs","18","05",121
"Stolen Vehicle","18","05",79
"Trespasser","03","05",120
"Noise Nuisance","16","05",75
"Stolen Vehicle","08","05",88
"Audible Alarm","01","05",194
"Traf Violation Cite","01","05",74
"Well Being Check","01","05",162
"Burglary","01","05",20
"Audible Alarm","07","05",344
"Fight No Weapon","07","05",113
"Assault / Battery","07","05",67
"Traf Violation Tow","07","05",49
"Noise Nuisance","05","05",68
"Homeless Complaint","00","05",167
"Fraud","17","05",62
"Stolen Vehicle","22","05",36
"Mentally Disturbed","20","05",135
"Suspicious Vehicle","11","05",164
"Burglary","20","05",67
"Fight No Weapon","04","05",74
"Noise Nuisance","01","05",275
"Veh Accident","19","05",46
"Veh Accident","01","05",18
"Threats / Harassment","00","05",37
"Fight No Weapon","08","05",154
"Traf Violation Tow","04","05",20
"Veh Accident","02","05",14
"Burglary","23","05",37
"Traf Violation Cite","04","05",24
"Stolen Vehicle","02","05",20
"Homeless Complaint","20","04",382
"Well Being Check","17","04",304
"Mentally Disturbed","17","04",155
"Trespasser","16","04",162
"Suspicious Vehicle","15","04",273
"Petty Theft","16","04",178
"Mentally Disturbed","07","04",104
"Traffic Stop","14","04",1189
"Trespasser","14","04",155
"Trespasser","12","04",176
"Petty Theft","12","04",164
"Well Being Check","12","04",253
"Petty Theft","06","04",27
"Auto Boost / Strip","11","04",139
"Trespasser","11","04",182
"Stolen Vehicle","11","04",110
"Suspicious Person","03","04",194
"Audible Alarm","03","04",173
"Traf Violation Cite","13","04",89
"Drugs","13","04",89
"Suspicious Vehicle","13","04",219
"Drugs","11","04",87
"Homeless Complaint","01","04",143
"Stolen Vehicle","01","04",31
"Suspicious Vehicle","01","04",188
"Fight No Weapon","01","04",219
"Stolen Vehicle","00","04",33
"Fight No Weapon","02","04",173
"Well Being Check","01","04",184
"Trespasser","18","04",171
"Threats / Harassment","18","04",97
"Vandalism","10","04",62
"Auto Boost / Strip","10","04",120
"Homeless Complaint","10","04",794
"Burglary","10","04",106
"Fight No Weapon","06","04",76
"Traf Violation Tow","06","04",31
"Homeless Complaint","09","04",904
"Fight No Weapon","23","04",204
"Noise Nuisance","17","04",66
"Suspicious Person","22","04",470
"Audible Alarm","22","04",243
"Trespasser","09","04",178
"Suspicious Person","21","04",352
"Assault / Battery","16","04",149
"Stolen Vehicle","15","04",78
"Fraud","15","04",111
"Traf Violation Tow","12","04",87
"Fraud","09","04",52
"Threats / Harassment","00","04",51
"Stolen Vehicle","23","04",42
"Vandalism","08","04",64
"Assault / Battery","01","04",79
"Audible Alarm","06","04",223
"Vandalism","06","04",22
"Fight No Weapon","07","04",88
"Veh Accident","21","04",41
"Auto Boost / Strip","05","04",40
"Burglary","23","04",38
"Vandalism","01","04",37
"Veh Accident","22","04",40
"Noise Nuisance","19","04",129
"Fraud","21","04",18
"Threats / Harassment","07","04",34
"Traffic Stop","05","04",171
"Mentally Disturbed","03","04",36
"Burglary","21","04",48
"Petty Theft","04","04",22
"Veh Accident","02","04",13
"Traffic Stop","22","03",776
"Petty Theft","21","03",67
"Suspicious Person","21","03",220
"Burglary","15","03",42
"Petty Theft","14","03",96
"Burglary","21","03",30
"Audible Alarm","21","03",167
"Homeless Complaint","20","03",216
"Threats / Harassment","18","03",71
"Well Being Check","20","03",176
"Drugs","13","03",80
"Traffic Stop","12","03",853
"Traffic Stop","19","03",670
"Homeless Complaint","17","03",305
"Fight No Weapon","12","03",128
"Suspicious Vehicle","12","03",166
"Noise Nuisance","18","03",73
"Well Being Check","18","03",201
"Noise Nuisance","23","03",313
"Traffic Stop","15","03",795
"Auto Boost / Strip","23","03",118
"Suspicious Vehicle","15","03",195
"Homeless Complaint","09","03",712
"Suspicious Person","00","03",243
"Homeless Complaint","00","03",126
"Traf Violation Tow","00","03",28
"Suspicious Vehicle","11","03",132
"Suspicious Vehicle","00","03",179
"Fight No Weapon","10","03",100
"Traf Violation Cite","13","03",41
"Stolen Vehicle","09","03",72
"Homeless Complaint","08","03",761
"Audible Alarm","11","03",165
"Drugs","08","03",32
"Fight No Weapon","08","03",75
"Traf Violation Tow","08","03",20
"Audible Alarm","07","03",206
"Trespasser","07","03",134
"Stolen Vehicle","07","03",36
"Traf Violation Cite","07","03",27
"Well Being Check","06","03",80
"Suspicious Person","06","03",88
"Auto Boost / Strip","06","03",31
"Assault / Battery","06","03",21
"Traf Violation Tow","12","03",26
"Burglary","14","03",52
"Mentally Disturbed","11","03",94
"Suspicious Vehicle","05","03",63
"Suspicious Vehicle","04","03",75
"Well Being Check","03","03",88
"Traffic Stop","03","03",143
"Stolen Vehicle","10","03",79
"Petty Theft","10","03",83
